Numero de Solicitud,Gerencia,Estado,Fecha AutorizaciOn,Fecha de Cierre Cancelacion,Rango Ponderacion,Puntaje,Esfuerzo,Grupo Principal de Desarrollo,Fecha Asignacion
,PREVENCION DEL LAVADO DE ACTIVOS,Cancelado,,01/08/2019,Bajo,1.12,,,
,RECUPERO DE DEUDAS,Cancelado,,15/08/2019,Muy Bajo,0,,,
,RED COMERCIAL,Para Autorizar,,,Medio Bajo,1.77,,,
,RECUPERO DE DEUDAS,Cancelado,,08/08/2019,No Ponderado,0,,,
,NEGOCIOS FINANCIEROS,Borrador,,,Medio Bajo,1.98,,,
,BANCA INSTITUCIONAL,Borrador,,,Medio Alto,4.84,,,
,COMERCIO EXTERIOR,Cancelado,,15/08/2019,Muy Bajo,0,,,
,SOPORTE DEL NEGOCIO,Cancelado,,16/08/2019,Medio Bajo,1.62,,,
,PROCESOS Y ORGANIZACION,Cancelado,,21/08/2019,Medio Alto,3.24,,,
,SOPORTE DEL NEGOCIO,Para Autorizar,,,Muy Bajo,0,,,
,ASUNTOS JUDICIALES,Borrador,,,Bajo,1.04,,,
,BANCA HIPOTECARIA,Cancelado,,09/09/2019,Bajo,0.78,,,
,BANCA HIPOTECARIA,Cancelado,,09/09/2019,Muy Bajo,0.5,,,
,PROCESOS Y ORGANIZACION,Cancelado,,03/09/2019,No Ponderado,0,,,
,ESTUDIOS ECONOMICOS Y SOCIALES,Borrador,,,No Ponderado,0,,,
,GESTION DE LAS PERSONAS,Borrador,,,No Ponderado,0,,,
,PROTECCION DE ACTIVOS DE INFORMACION,Borrador,,,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,06/09/2019,Medio Bajo,2.32,,,
,RECUPERO DE DEUDAS,Cancelado,,06/09/2019,Medio Bajo,1.98,,,
,RECUPERO DE DEUDAS,Cancelado,,06/09/2019,Medio Bajo,2.05,,,
,CANALES,Cancelado,,10/09/2019,Muy Bajo,0,,,
,CANALES,Cancelado,,10/09/2019,Muy Bajo,0,,,
,CANALES,Cancelado,,10/09/2019,No Ponderado,0,,,
,GESTION DE LAS PERSONAS,Borrador,,,No Ponderado,0,,,
,PROCESOS Y ORGANIZACION,Borrador,,,No Ponderado,0,,,
,PROTECCION DE ACTIVOS DE INFORMACION,Borrador,,,Alto,6.38,,,
,COMERCIO EXTERIOR,Cancelado,,12/09/2019,No Ponderado,0,,,
,COMERCIO EXTERIOR,Cancelado,,16/09/2019,Medio Bajo,1.6,,,
,BANCA INSTITUCIONAL,Cancelado,,16/09/2019,Muy Bajo,0.32,,,
,SOPORTE DEL NEGOCIO,Cancelado,,20/09/2019,No Ponderado,0,,,
,RED COMERCIAL,Para Autorizar,,,Bajo,1.04,,,
,SOPORTE DEL NEGOCIO,Para Autorizar,,,Medio Bajo,2.38,,,
,CANALES,Para Autorizar,,,Medio Alto,4.2,,,
,GESTION DE LAS PERSONAS,Para Autorizar,,,Medio Bajo,2.07,,,
,PROCESOS Y ORGANIZACION,Borrador,,,No Ponderado,0,,,
,PROCESOS Y ORGANIZACION,Para Autorizar,,,Bajo,1.25,,,
,BANCA INSTITUCIONAL,Borrador,,,No Ponderado,0,,,
,PRODUCTOS,Para Autorizar,,,Bajo,0.73,,,
,RED COMERCIAL,Borrador,,,Bajo,0.9,,,
,SOPORTE DEL NEGOCIO,Para Autorizar,,,Muy Bajo,0.32,,,
,CANALES,Para Autorizar,,,Alto,6.95,,,
,SOPORTE DEL NEGOCIO,Para Autorizar,,,Medio Bajo,1.67,,,
,GESTION DE RIESGOS,Para Autorizar,,,Bajo,0.63,,,
,GESTION DE RIESGOS,Para Autorizar,,,Bajo,0.63,,,
,GESTION DE RIESGOS,Para Autorizar,,,Bajo,0.63,,,
,GESTION DE RIESGOS,Para Autorizar,,,Bajo,0.63,,,
,GESTION DE RIESGOS,Para Autorizar,,,Bajo,0.63,,,
,GESTION DE RIESGOS,Para Autorizar,,,Bajo,0.63,,,
,GESTION DE RIESGOS,Para Autorizar,,,Bajo,0.95,,,
,,,,,,,,,
